Subscription,Resource Group,Location,Type,Service Name,Broken,Category,Subcategory,Severity,Description,Result,Learn
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-support-rg,swedencentral,microsoft.insights/components,appi-contosokrcmojyj45dxq,false,Reliability,Reliability,Low,Azure Application Insights should store data in a Log Analytics Workspace,,https://learn.microsoft.com/en-us/azure/azure-monitor/app/create-workspace-resource
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-support-rg,swedencentral,Microsoft.CognitiveServices/accounts,oai-contosokrcmojyj45dxq,false,Reliability,SKU,High,Cognitive Service Account SKU,S0,https://learn.microsoft.com/en-us/azure/templates/microsoft.cognitiveservices/accounts?pivots=deployment-language-bicep#sku
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-support-rg,swedencentral,Microsoft.CognitiveServices/accounts,oai-contosokrcmojyj45dxq,false,Reliability,SLA,High,Cognitive Service Account should have a SLA,99.9%,https://www.microsoft.com/licensing/docs/view/Service-Level-Agreements-SLA-for-Online-Services?lang=1
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-support-rg,swedencentral,Microsoft.DocumentDB/databaseAccounts,cosmos-contosokrcmojyj45dxq,false,Operational Excellence,Tags,Low,CosmosDB should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-support-rg,swedencentral,Microsoft.DocumentDB/databaseAccounts,cosmos-contosokrcmojyj45dxq,false,Operational Excellence,Naming Convention (CAF),Low,CosmosDB Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-support-rg,swedencentral,Microsoft.DocumentDB/databaseAccounts,cosmos-contosokrcmojyj45dxq,false,Reliability,SKU,High,CosmosDB SKU,Standard,https://azure.microsoft.com/en-us/pricing/details/cosmos-db/autoscale-provisioned/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-support-rg,swedencentral,Microsoft.DocumentDB/databaseAccounts,cosmos-contosokrcmojyj45dxq,false,Reliability,SLA,High,CosmosDB should have a SLA,99.99%,https://learn.microsoft.com/en-us/azure/cosmos-db/high-availability#slas
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-support-rg,swedencentral,Microsoft.Storage/storageAccounts,stcontosokrcmojyj45dxq,false,Security,TLS,Low,Storage Account should enforce TLS >= 1.2,,https://learn.microsoft.com/en-us/azure/storage/common/transport-layer-security-configure-minimum-version?tabs=portal
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-support-rg,swedencentral,Microsoft.Storage/storageAccounts,stcontosokrcmojyj45dxq,false,Reliability,SKU,High,Storage SKU,Standard_LRS,https://learn.microsoft.com/en-us/rest/api/storagerp/srp_sku_types
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-support-rg,swedencentral,Microsoft.Storage/storageAccounts,stcontosokrcmojyj45dxq,false,Security,HTTPS Only,High,Storage Account should use HTTPS only,,https://learn.microsoft.com/en-us/azure/storage/common/storage-require-secure-transfer
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-support-rg,swedencentral,Microsoft.Storage/storageAccounts,stcontosokrcmojyj45dxq,false,Operational Excellence,Naming Convention (CAF),Low,Storage Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-support-rg,swedencentral,Microsoft.Storage/storageAccounts,stcontosokrcmojyj45dxq,false,Reliability,SLA,High,Storage should have a SLA,99.9%,https://www.azure.cn/en-us/support/sla/storage/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-support-rg,swedencentral,Microsoft.ContainerRegistry/registries,acrcontosokrcmojyj45dxq,false,Security,Identity and Access Control,Medium,ContainerRegistry should have the Administrator account disabled,,https://learn.microsoft.com/azure/container-registry/container-registry-authentication-managed-identity
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-support-rg,swedencentral,Microsoft.ContainerRegistry/registries,acrcontosokrcmojyj45dxq,false,Security,Identity and Access Control,Medium,ContainerRegistry should have anonymous pull access disabled,,https://learn.microsoft.com/azure/container-registry/anonymous-pull-access#configure-anonymous-pull-access
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-support-rg,swedencentral,Microsoft.ContainerRegistry/registries,acrcontosokrcmojyj45dxq,false,Reliability,SKU,High,ContainerRegistry SKU,Standard,https://learn.microsoft.com/en-us/azure/container-registry/container-registry-skus
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-support-rg,swedencentral,Microsoft.ContainerRegistry/registries,acrcontosokrcmojyj45dxq,false,Reliability,SLA,High,ContainerRegistry should have a SLA,99.95%,https://www.azure.cn/en-us/support/sla/container-registry/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,europe-ai,francecentral,Microsoft.KeyVault/vaults,kv-europeai797433845466,false,Operational Excellence,Naming Convention (CAF),Low,Key Vault Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,europe-ai,francecentral,Microsoft.KeyVault/vaults,kv-europeai797433845466,false,Reliability,SKU,High,Key Vault SKU,standard,https://azure.microsoft.com/en-us/pricing/details/key-vault/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,europe-ai,francecentral,Microsoft.KeyVault/vaults,kv-europeai797433845466,false,Reliability,SLA,High,Key Vault should have a SLA,99.99%,https://www.azure.cn/en-us/support/sla/key-vault/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,europe-ai,francecentral,Microsoft.KeyVault/vaults,kv-europeai797433845466,false,Reliability,Reliability,Medium,Key Vault should have soft delete enabled,,https://learn.microsoft.com/en-us/azure/key-vault/general/soft-delete-overview
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,europe-ai,francecentral,microsoft.insights/components,appi-europeaihub797433845466,false,Operational Excellence,Naming Convention (CAF),Low,Azure Application Insights Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,europe-ai,francecentral,microsoft.insights/components,appi-europeaihub797433845466,false,Reliability,SLA,High,Azure Application Insights SLA,99.9%,https://www.azure.cn/en-us/support/sla/application-insights/index.html
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,europe-ai,francecentral,microsoft.insights/components,appi-europeaihub797433845466,false,Reliability,Reliability,Low,Azure Application Insights should store data in a Log Analytics Workspace,,https://learn.microsoft.com/en-us/azure/azure-monitor/app/create-workspace-resource
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,europe-ai,francecentral,Microsoft.CognitiveServices/accounts,europe-ai-openai797433845466,false,Reliability,SKU,High,Cognitive Service Account SKU,S0,https://learn.microsoft.com/en-us/azure/templates/microsoft.cognitiveservices/accounts?pivots=deployment-language-bicep#sku
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,europe-ai,francecentral,Microsoft.CognitiveServices/accounts,europe-ai-openai797433845466,false,Reliability,SLA,High,Cognitive Service Account should have a SLA,99.9%,https://www.microsoft.com/licensing/docs/view/Service-Level-Agreements-SLA-for-Online-Services?lang=1
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,europe-ai,francecentral,Microsoft.Storage/storageAccounts,steuropeaihu797433845466,false,Reliability,SLA,High,Storage should have a SLA,99.9%,https://www.azure.cn/en-us/support/sla/storage/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,europe-ai,francecentral,Microsoft.Storage/storageAccounts,steuropeaihu797433845466,false,Security,TLS,Low,Storage Account should enforce TLS >= 1.2,,https://learn.microsoft.com/en-us/azure/storage/common/transport-layer-security-configure-minimum-version?tabs=portal
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,europe-ai,francecentral,Microsoft.Storage/storageAccounts,steuropeaihu797433845466,false,Security,HTTPS Only,High,Storage Account should use HTTPS only,,https://learn.microsoft.com/en-us/azure/storage/common/storage-require-secure-transfer
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,europe-ai,francecentral,Microsoft.Storage/storageAccounts,steuropeaihu797433845466,false,Operational Excellence,Naming Convention (CAF),Low,Storage Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,europe-ai,francecentral,Microsoft.Storage/storageAccounts,steuropeaihu797433845466,false,Reliability,SKU,High,Storage SKU,Standard_LRS,https://learn.microsoft.com/en-us/rest/api/storagerp/srp_sku_types
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-chat-rg,swedencentral,Microsoft.KeyVault/vaults,contosochatkv,false,Reliability,Reliability,Medium,Key Vault should have soft delete enabled,,https://learn.microsoft.com/en-us/azure/key-vault/general/soft-delete-overview
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-chat-rg,swedencentral,Microsoft.KeyVault/vaults,contosochatkv,false,Reliability,SKU,High,Key Vault SKU,standard,https://azure.microsoft.com/en-us/pricing/details/key-vault/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-chat-rg,swedencentral,Microsoft.KeyVault/vaults,contosochatkv,false,Reliability,SLA,High,Key Vault should have a SLA,99.99%,https://www.azure.cn/en-us/support/sla/key-vault/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-chat-rg,swedencentral,Microsoft.DocumentDB/databaseAccounts,contoso-chat-cosdb,false,Operational Excellence,Tags,Low,CosmosDB should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-chat-rg,swedencentral,Microsoft.DocumentDB/databaseAccounts,contoso-chat-cosdb,false,Reliability,SKU,High,CosmosDB SKU,Standard,https://azure.microsoft.com/en-us/pricing/details/cosmos-db/autoscale-provisioned/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-chat-rg,swedencentral,Microsoft.DocumentDB/databaseAccounts,contoso-chat-cosdb,false,Reliability,SLA,High,CosmosDB should have a SLA,99.99%,https://learn.microsoft.com/en-us/azure/cosmos-db/high-availability#slas
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-chat-rg,swedencentral,microsoft.insights/components,contosochatmon,false,Reliability,Reliability,Low,Azure Application Insights should store data in a Log Analytics Workspace,,https://learn.microsoft.com/en-us/azure/azure-monitor/app/create-workspace-resource
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-chat-rg,swedencentral,microsoft.insights/components,contosochatmon,false,Reliability,SLA,High,Azure Application Insights SLA,99.9%,https://www.azure.cn/en-us/support/sla/application-insights/index.html
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-chat-rg,swedencentral,Microsoft.CognitiveServices/accounts,contosochatai,false,Reliability,SKU,High,Cognitive Service Account SKU,S0,https://learn.microsoft.com/en-us/azure/templates/microsoft.cognitiveservices/accounts?pivots=deployment-language-bicep#sku
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-chat-rg,swedencentral,Microsoft.CognitiveServices/accounts,contosochatai,false,Reliability,SLA,High,Cognitive Service Account should have a SLA,99.9%,https://www.microsoft.com/licensing/docs/view/Service-Level-Agreements-SLA-for-Online-Services?lang=1
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-chat-rg,swedencentral,Microsoft.ContainerRegistry/registries,contosochatcr,false,Security,Identity and Access Control,Medium,ContainerRegistry should have anonymous pull access disabled,,https://learn.microsoft.com/azure/container-registry/anonymous-pull-access#configure-anonymous-pull-access
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-chat-rg,swedencentral,Microsoft.ContainerRegistry/registries,contosochatcr,false,Reliability,SKU,High,ContainerRegistry SKU,Standard,https://learn.microsoft.com/en-us/azure/container-registry/container-registry-skus
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-chat-rg,swedencentral,Microsoft.ContainerRegistry/registries,contosochatcr,false,Reliability,SLA,High,ContainerRegistry should have a SLA,99.95%,https://www.azure.cn/en-us/support/sla/container-registry/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-chat-rg,swedencentral,Microsoft.Storage/storageAccounts,contosochatsa,false,Security,HTTPS Only,High,Storage Account should use HTTPS only,,https://learn.microsoft.com/en-us/azure/storage/common/storage-require-secure-transfer
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-chat-rg,swedencentral,Microsoft.Storage/storageAccounts,contosochatsa,false,Reliability,SLA,High,Storage should have a SLA,99.9%,https://www.azure.cn/en-us/support/sla/storage/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-chat-rg,swedencentral,Microsoft.Storage/storageAccounts,contosochatsa,false,Security,TLS,Low,Storage Account should enforce TLS >= 1.2,,https://learn.microsoft.com/en-us/azure/storage/common/transport-layer-security-configure-minimum-version?tabs=portal
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,contoso-chat-rg,swedencentral,Microsoft.Storage/storageAccounts,contosochatsa,false,Reliability,SKU,High,Storage SKU,Standard_LRS,https://learn.microsoft.com/en-us/rest/api/storagerp/srp_sku_types
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,globalai-labs,swedencentral,Microsoft.KeyVault/vaults,kvgenailab,false,Operational Excellence,Naming Convention (CAF),Low,Key Vault Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,globalai-labs,swedencentral,Microsoft.KeyVault/vaults,kvgenailab,false,Reliability,SKU,High,Key Vault SKU,standard,https://azure.microsoft.com/en-us/pricing/details/key-vault/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,globalai-labs,swedencentral,Microsoft.KeyVault/vaults,kvgenailab,false,Reliability,SLA,High,Key Vault should have a SLA,99.99%,https://www.azure.cn/en-us/support/sla/key-vault/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,globalai-labs,swedencentral,Microsoft.KeyVault/vaults,kvgenailab,false,Reliability,Reliability,Medium,Key Vault should have soft delete enabled,,https://learn.microsoft.com/en-us/azure/key-vault/general/soft-delete-overview
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,globalai-labs,swedencentral,microsoft.insights/components,ingenailab,false,Reliability,Reliability,Low,Azure Application Insights should store data in a Log Analytics Workspace,,https://learn.microsoft.com/en-us/azure/azure-monitor/app/create-workspace-resource
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,globalai-labs,swedencentral,microsoft.insights/components,ingenailab,false,Reliability,SLA,High,Azure Application Insights SLA,99.9%,https://www.azure.cn/en-us/support/sla/application-insights/index.html
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,globalai-labs,swedencentral,Microsoft.ContainerRegistry/registries,cigenailab,false,Reliability,SKU,High,ContainerRegistry SKU,Standard,https://learn.microsoft.com/en-us/azure/container-registry/container-registry-skus
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,globalai-labs,swedencentral,Microsoft.ContainerRegistry/registries,cigenailab,false,Security,Identity and Access Control,Medium,ContainerRegistry should have anonymous pull access disabled,,https://learn.microsoft.com/azure/container-registry/anonymous-pull-access#configure-anonymous-pull-access
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,globalai-labs,swedencentral,Microsoft.ContainerRegistry/registries,cigenailab,false,Reliability,SLA,High,ContainerRegistry should have a SLA,99.95%,https://www.azure.cn/en-us/support/sla/container-registry/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,globalai-labs,swedencentral,Microsoft.Storage/storageAccounts,sagenailab,false,Reliability,SLA,High,Storage should have a SLA,99.9%,https://www.azure.cn/en-us/support/sla/storage/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,globalai-labs,swedencentral,Microsoft.Storage/storageAccounts,sagenailab,false,Security,TLS,Low,Storage Account should enforce TLS >= 1.2,,https://learn.microsoft.com/en-us/azure/storage/common/transport-layer-security-configure-minimum-version?tabs=portal
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,globalai-labs,swedencentral,Microsoft.Storage/storageAccounts,sagenailab,false,Security,HTTPS Only,High,Storage Account should use HTTPS only,,https://learn.microsoft.com/en-us/azure/storage/common/storage-require-secure-transfer
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,globalai-labs,swedencentral,Microsoft.Storage/storageAccounts,sagenailab,false,Reliability,SKU,High,Storage SKU,Standard_LRS,https://learn.microsoft.com/en-us/rest/api/storagerp/srp_sku_types
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.KeyVault/vaults,kv-azurebra079813324935,false,Operational Excellence,Naming Convention (CAF),Low,Key Vault Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.KeyVault/vaults,kv-azurebra079813324935,false,Reliability,SKU,High,Key Vault SKU,standard,https://azure.microsoft.com/en-us/pricing/details/key-vault/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.KeyVault/vaults,kv-azurebra079813324935,false,Reliability,SLA,High,Key Vault should have a SLA,99.99%,https://www.azure.cn/en-us/support/sla/key-vault/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.KeyVault/vaults,kv-azurebra079813324935,false,Reliability,Reliability,Medium,Key Vault should have soft delete enabled,,https://learn.microsoft.com/en-us/azure/key-vault/general/soft-delete-overview
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.KeyVault/vaults,azurebrainskv,false,Reliability,Reliability,Medium,Key Vault should have soft delete enabled,,https://learn.microsoft.com/en-us/azure/key-vault/general/soft-delete-overview
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.KeyVault/vaults,azurebrainskv,false,Reliability,SKU,High,Key Vault SKU,Standard,https://azure.microsoft.com/en-us/pricing/details/key-vault/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.KeyVault/vaults,azurebrainskv,false,Reliability,SLA,High,Key Vault should have a SLA,99.99%,https://www.azure.cn/en-us/support/sla/key-vault/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,microsoft.insights/components,appi-azurebrainshub079813324935,false,Operational Excellence,Naming Convention (CAF),Low,Azure Application Insights Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,microsoft.insights/components,appi-azurebrainshub079813324935,false,Reliability,SLA,High,Azure Application Insights SLA,99.9%,https://www.azure.cn/en-us/support/sla/application-insights/index.html
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,microsoft.insights/components,appi-azurebrainshub079813324935,false,Reliability,Reliability,Low,Azure Application Insights should store data in a Log Analytics Workspace,,https://learn.microsoft.com/en-us/azure/azure-monitor/app/create-workspace-resource
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,microsoft.insights/components,azurebrainsin,false,Reliability,SLA,High,Azure Application Insights SLA,99.9%,https://www.azure.cn/en-us/support/sla/application-insights/index.html
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,microsoft.insights/components,azurebrainsin,false,Reliability,Reliability,Low,Azure Application Insights should store data in a Log Analytics Workspace,,https://learn.microsoft.com/en-us/azure/azure-monitor/app/create-workspace-resource
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.CognitiveServices/accounts,azurebrains-vision,false,Reliability,SKU,High,Cognitive Service Account SKU,S1,https://learn.microsoft.com/en-us/azure/templates/microsoft.cognitiveservices/accounts?pivots=deployment-language-bicep#sku
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.CognitiveServices/accounts,azurebrains-vision,false,Reliability,SLA,High,Cognitive Service Account should have a SLA,99.9%,https://www.microsoft.com/licensing/docs/view/Service-Level-Agreements-SLA-for-Online-Services?lang=1
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.CognitiveServices/accounts,azurebrainsai,false,Reliability,SKU,High,Cognitive Service Account SKU,S0,https://learn.microsoft.com/en-us/azure/templates/microsoft.cognitiveservices/accounts?pivots=deployment-language-bicep#sku
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.CognitiveServices/accounts,azurebrainsai,false,Reliability,SLA,High,Cognitive Service Account should have a SLA,99.9%,https://www.microsoft.com/licensing/docs/view/Service-Level-Agreements-SLA-for-Online-Services?lang=1
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.ContainerRegistry/registries,crazurebrainshub079813324935,false,Operational Excellence,Naming Convention (CAF),Low,ContainerRegistry Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.ContainerRegistry/registries,crazurebrainshub079813324935,false,Security,Identity and Access Control,Medium,ContainerRegistry should have anonymous pull access disabled,,https://learn.microsoft.com/azure/container-registry/anonymous-pull-access#configure-anonymous-pull-access
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.ContainerRegistry/registries,crazurebrainshub079813324935,false,Reliability,SKU,High,ContainerRegistry SKU,Standard,https://learn.microsoft.com/en-us/azure/container-registry/container-registry-skus
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.ContainerRegistry/registries,crazurebrainshub079813324935,false,Security,Identity and Access Control,Medium,ContainerRegistry should have the Administrator account disabled,,https://learn.microsoft.com/azure/container-registry/container-registry-authentication-managed-identity
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.ContainerRegistry/registries,crazurebrainshub079813324935,false,Reliability,SLA,High,ContainerRegistry should have a SLA,99.95%,https://www.azure.cn/en-us/support/sla/container-registry/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.ContainerRegistry/registries,azurebrainscr,false,Reliability,SKU,High,ContainerRegistry SKU,Standard,https://learn.microsoft.com/en-us/azure/container-registry/container-registry-skus
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.ContainerRegistry/registries,azurebrainscr,false,Security,Identity and Access Control,Medium,ContainerRegistry should have the Administrator account disabled,,https://learn.microsoft.com/azure/container-registry/container-registry-authentication-managed-identity
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.ContainerRegistry/registries,azurebrainscr,false,Security,Identity and Access Control,Medium,ContainerRegistry should have anonymous pull access disabled,,https://learn.microsoft.com/azure/container-registry/anonymous-pull-access#configure-anonymous-pull-access
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.ContainerRegistry/registries,azurebrainscr,false,Reliability,SLA,High,ContainerRegistry should have a SLA,99.95%,https://www.azure.cn/en-us/support/sla/container-registry/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.Storage/storageAccounts,stazurebrain079813324935,false,Security,TLS,Low,Storage Account should enforce TLS >= 1.2,,https://learn.microsoft.com/en-us/azure/storage/common/transport-layer-security-configure-minimum-version?tabs=portal
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.Storage/storageAccounts,stazurebrain079813324935,false,Security,HTTPS Only,High,Storage Account should use HTTPS only,,https://learn.microsoft.com/en-us/azure/storage/common/storage-require-secure-transfer
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.Storage/storageAccounts,stazurebrain079813324935,false,Reliability,SKU,High,Storage SKU,Standard_LRS,https://learn.microsoft.com/en-us/rest/api/storagerp/srp_sku_types
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.Storage/storageAccounts,stazurebrain079813324935,false,Reliability,SLA,High,Storage should have a SLA,99.9%,https://www.azure.cn/en-us/support/sla/storage/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.Storage/storageAccounts,stazurebrain079813324935,false,Operational Excellence,Naming Convention (CAF),Low,Storage Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.Storage/storageAccounts,azurebrainssa,false,Security,HTTPS Only,High,Storage Account should use HTTPS only,,https://learn.microsoft.com/en-us/azure/storage/common/storage-require-secure-transfer
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.Storage/storageAccounts,azurebrainssa,false,Reliability,SLA,High,Storage should have a SLA,99.9%,https://www.azure.cn/en-us/support/sla/storage/
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.Storage/storageAccounts,azurebrainssa,false,Security,TLS,Low,Storage Account should enforce TLS >= 1.2,,https://learn.microsoft.com/en-us/azure/storage/common/transport-layer-security-configure-minimum-version?tabs=portal
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.Storage/storageAccounts,azurebrainssa,false,Operational Excellence,Tags,Low,Storage Account should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,azurebrains-ai,swedencentral,Microsoft.Storage/storageAccounts,azurebrainssa,false,Reliability,SKU,High,Storage SKU,Standard_LRS,https://learn.microsoft.com/en-us/rest/api/storagerp/srp_sku_types
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,globalai-demo,westeurope,Microsoft.Web/serverfarms/sites,globalai-unsuscribe,false,Security,Security,High,App Service remote debugging should be disabled,,https://learn.microsoft.com/en-us/visualstudio/debugger/remote-debugging-azure-app-service?view=vs-2022#enable-remote-debugging
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,globalai-demo,westeurope,Microsoft.Web/serverfarms/sites,globalai-unsuscribe,false,Security,TLS,High,App Service should use TLS 1.2,,https://learn.microsoft.com/en-us/azure/app-service/overview-tls
a0e36c1b-7b3e-49ff-b98c-2e75c456d1a2,globalai-demo,westeurope,Microsoft.Web/serverfarms/sites,globalai-unsuscribe,false,Security,Security,High,App Service should not allow insecure FTP,,https://learn.microsoft.com/en-us/azure/app-service/deploy-ftp?tabs=portal
